Dispatch_ID,Dispatch_Date,Expected_Delivery_Date,Actual_Delivery_Date,Yarn_Type,Denier,Packaging,Quantity,Spools_per_Unit,Spool_Weight_kg,Total_Weight_kg,Vendor_Name,Customer_Name,Destination_City,Vehicle_Number,Delivery_status,Delay_Reason,Cost_INR
D05959,08-08-2023,09-08-2023,09-08-2023,FDY,300/72,Box,15,2,8,240,Unknown,Himatsingka Seide,Surat,GJ-96-X-9935,On Time,,8576.45
D05960,16-05-2023,19-05-2023,19-05-2023,POY,500/288,Pallet,13,42,15,8190,Bhavna Textiles,Trident Group,Ahmedabad,GJ-21-X-7912,On Time,,20706.82
D05961,15-04-2023,17-04-2023,17-04-2023,POY,300/72,Pallet,13,42,15,8190,Gujarat Yarn Traders,Century Textiles,Ahmedabad,GJ-13-X-5506,On Time,,17184.27
D05962,22-06-2023,27-06-2023,28-06-2023,FDY,250/48,Box,14,2,8,224,Shree Ram Textiles,Grasim Industries,Surat,GJ-96-X-9935,Delayed,Alternate_Contact_Delivery,19147.5
D05963,27-07-2023,29-07-2023,,POY,400/144,Pallet,13,42,15,8190,Bhavna Textiles,Welspun Textiles,Ahmedabad,GJ-41-X-4657,Failed,Weather,14375.55
D05964,26-01-2022,28-01-2022,01-02-2022,POY,500/288,Pallet,15,42,15,9450,Silvassa Fibre Co,Raymond Fabrics,Ahmedabad,GJ-21-X-4582,Delayed,Alternate_Contact_Delivery,23088.78
D05965,06-05-2022,10-05-2022,10-05-2022,FDY,250/48,Box,28,2,8,448,Laxmi Fibre Industries,Grasim Industries,Silvassa,GJ-27-X-2679,On Time,,20407.2
D05966,14-06-2024,17-06-2024,17-06-2024,FDY,250/48,Box,21,2,8,336,Om Sai Yarn Traders,Century Textiles,Surat,GJ-14-X-1488,On Time,,16698.88
D05967,28-03-2023,29-03-2023,29-03-2023,POY,400/144,Pallet,14,42,15,8820,Modi Spinning Mills,Arvind Mills,Ahmedabad,GJ-13-X-5506,On Time,,17580.44
D05968,18-02-2023,23-02-2023,23-02-2023,FDY,600/288,Box,24,2,8,384,Bhavna Textiles,JBF Industries,Ahmedabad,GJ-39-X-9279,On Time,,18131.59
D05969,14-07-2023,16-07-2023,17-07-2023,POY,500/96,Pallet,12,42,15,7560,Hanuman Yarn Mills,Raymond Fabrics,Silvassa,GJ-39-X-9279,Delayed,Weather,21265.99
D05970,24-05-2024,28-05-2024,30-05-2024,POY,300/72,Pallet,12,42,15,7560,Navsari Thread Co,Sutlej Textiles,Vapi,GJ-39-X-9279,Delayed,Alternate_Contact_Delivery,24449.15
D05971,18-06-2023,19-06-2023,19-06-2023,POY,250/48,Pallet,14,42,15,8820,Gujarat Yarn Traders,Pasupati Fabrics,Navsari,GJ-21-X-7912,On Time,,16140.79
D05972,16-04-2022,19-04-2022,19-04-2022,FDY,600/288,Box,6,2,8,96,Hanuman Yarn Mills,Indo Rama Synthetics,Surat,GJ-14-X-1488,On Time,,7160.82
D05973,18-11-2023,22-11-2023,26-11-2023,POY,250/48,Pallet,13,42,15,8190,Laxmi Fibre Industries,Pasupati Fabrics,Vapi,GJ-87-X-1434,Delayed,Vehicle Breakdown,19398.38
D05974,02-07-2022,07-07-2022,07-07-2022,FDY,300/72,Box,17,2,8,272,Gujarat Yarn Traders,Pasupati Fabrics,Surat,GJ-87-X-1434,On Time,,21743.13
D05975,15-11-2023,19-11-2023,19-11-2023,POY,300/72,Pallet,14,42,15,8820,Laxmi Fibre Industries,Trident Group,Navsari,GJ-96-X-9935,On Time,,7606.78
D05976,06-12-2023,08-12-2023,08-12-2023,FDY,600/288,Box,26,2,8,416,Navsari Thread Co,Bombay Dyeing,Vapi,GJ-39-X-9279,On Time,,21967.34
D05977,08-06-2024,13-06-2024,,POY,500/288,Pallet,12,42,15,7560,Surat Silk House,Century Textiles,Navsari,GJ-87-X-1434,Failed,Weather,18586.18
D05978,28-12-2023,01-01-2024,01-01-2024,POY,250/48,Pallet,14,42,15,8820,Patel Yarn Agency,Bombay Dyeing,Ahmedabad,GJ-39-X-9279,On Time,,8462.88
D05979,04-11-2023,05-11-2023,05-11-2023,POY,400/144,Pallet,12,42,15,7560,Hanuman Yarn Mills,Raymond Fabrics,Vapi,GJ-14-X-1488,On Time,,15800.29
D05980,22-02-2023,27-02-2023,,POY,500/96,Pallet,12,42,15,7560,Modi Spinning Mills,Century Textiles,Ahmedabad,GJ-41-X-4657,Delayed,Alternate_Contact_Delivery,15684.46
D05981,18-06-2023,20-06-2023,,POY,500/288,Pallet,16,42,15,10080,Rajesh Spinning Co,Bombay Dyeing,Navsari,GJ-14-X-1488,Failed,Vehicle Breakdown,5836.28
D05982,13-03-2022,17-03-2022,17-03-2022,FDY,250/48,Box,16,2,8,256,Krishna Textile Suppliers,Garden Silk Mills,Navsari,GJ-14-X-1488,On Time,,24717.26
D05983,23-06-2023,26-06-2023,26-06-2023,FDY,300/72,Box,24,2,8,384,Hanuman Yarn Mills,Unknown,Pune,GJ-39-X-9279,On Time,,9806.82
D05984,10-12-2023,12-12-2023,12-12-2023,POY,250/48,Pallet,14,42,15,8820,Ahmedabad Fibre Works,Himatsingka Seide,Ahmedabad,GJ-39-X-9279,On Time,,5671.76
D05985,13-11-2023,15-11-2023,22-11-2023,FDY,300/72,Box,24,2,8,384,Hanuman Yarn Mills,Nahar Spinning,Silvassa,GJ-87-X-1434,Delayed,Alternate_Contact_Delivery,21459.21
D05986,11-12-2022,15-12-2022,,FDY,600/288,Box,25,2,8,400,Bhavna Textiles,Indo Count Industries,Surat,GJ-27-X-2679,Failed,Weather,16634.08
D05987,23-03-2023,24-03-2023,24-03-2023,FDY,250/48,Box,6,2,8,96,Hanuman Yarn Mills,Alok Industries,Pune,GJ-13-X-5506,On Time,,14340.28
D05988,18-02-2022,19-02-2022,19-02-2022,FDY,600/288,Box,28,2,8,448,Laxmi Fibre Industries,Raymond Fabrics,Surat,GJ-96-X-9935,On Time,,16708.82
D05989,22-05-2024,25-05-2024,25-05-2024,POY,250/48,Pallet,14,42,15,8820,Laxmi Fibre Industries,Garden Silk Mills,Navsari,GJ-21-X-4582,On Time,,21211.68
D05990,19-04-2023,20-04-2023,26-04-2023,FDY,250/48,Box,25,2,8,400,Modi Spinning Mills,Alok Industries,Pune,GJ-21-X-4582,Delayed,Vehicle Breakdown,12995.95
D05991,27-02-2023,02-03-2023,,POY,500/288,Pallet,13,42,15,8190,Rajesh Spinning Co,Grasim Industries,Silvassa,GJ-39-X-9279,Failed,Weather,22930.6
D05992,02-03-2022,04-03-2022,04-03-2022,FDY,600/288,Box,5,2,8,80,Hanuman Yarn Mills,Filatex India,Silvassa,GJ-41-X-4657,On Time,,7219.09
D05993,26-09-2022,29-09-2022,29-09-2022,FDY,250/48,Box,12,2,8,192,Rajesh Spinning Co,Vardhman Group,Surat,GJ-13-X-5506,On Time,,5666.94
D05994,21-06-2024,26-06-2024,,FDY,250/48,Box,25,2,8,400,Hanuman Yarn Mills,Filatex India,Vapi,GJ-87-X-1434,Failed,Weather,
D05995,08-09-2022,10-09-2022,10-09-2022,FDY,250/48,Box,18,2,8,288,Modi Spinning Mills,Nahar Spinning,Surat,GJ-41-X-4657,On Time,,21815.46
D05996,25-05-2022,28-05-2022,28-05-2022,FDY,250/48,Box,8,2,8,128,Ahmedabad Fibre Works,Bombay Dyeing,Pune,GJ-91-X-2824,On Time,,24181.19
D05997,30-03-2024,04-04-2024,09-04-2024,POY,300/72,Pallet,14,42,15,8820,Patel Yarn Agency,Alok Industries,Vapi,GJ-91-X-2824,Delayed,Weather,17722.55
D05998,23-08-2023,28-08-2023,28-08-2023,POY,300/72,Pallet,15,42,15,9450,Rajesh Spinning Co,Indo Count Industries,Navsari,GJ-41-X-4657,On Time,,24398.82
D05999,16-05-2022,20-05-2022,20-05-2022,FDY,600/288,Box,24,2,8,384,Rajesh Spinning Co,Indo Rama Synthetics,Vapi,GJ-27-X-2679,On Time,,22921.11
D06000,20-08-2022,24-08-2022,24-08-2022,FDY,300/72,Box,15,2,8,240,Gujarat Yarn Traders,Garden Silk Mills,Vapi,GJ-21-X-7912,On Time,,17261
D06001,27-05-2022,28-05-2022,28-05-2022,FDY,300/72,Box,11,2,8,176,Hanuman Yarn Mills,Trident Group,Ahmedabad,GJ-39-X-9279,On Time,,9531.72
D06002,21-09-2024,25-09-2024,25-09-2024,POY,400/144,Pallet,13,42,15,8190,Ahmedabad Fibre Works,Trident Group,Ahmedabad,GJ-39-X-9279,On Time,,11085.78
D06003,11-08-2022,13-08-2022,13-08-2022,FDY,300/72,Box,8,2,8,128,Ahmedabad Fibre Works,Raymond Fabrics,Navsari,GJ-39-X-9279,On Time,,8643.74
D06004,11-08-2022,13-08-2022,,POY,400/144,Pallet,15,42,15,9450,Navsari Thread Co,Sutlej Textiles,Ahmedabad,GJ-41-X-4657,Failed,Route Issue,10035.87
D06005,28-02-2023,04-03-2023,04-03-2023,POY,500/288,Pallet,13,42,15,8190,Bhavna Textiles,Unknown,Silvassa,GJ-27-X-2679,On Time,,14030.98
D06006,20-12-2023,24-12-2023,24-12-2023,POY,400/144,Pallet,15,42,15,9450,Laxmi Fibre Industries,Indo Rama Synthetics,Surat,GJ-41-X-4657,On Time,,5483.97
D06007,28-02-2024,03-03-2024,03-03-2024,POY,500/96,Pallet,15,42,15,9450,Vapi Yarn Depot,Century Textiles,Silvassa,GJ-21-X-7912,On Time,,14545.58
D06008,13-06-2022,17-06-2022,17-06-2022,FDY,250/48,Box,27,2,8,432,Shree Ram Textiles,Nahar Spinning,Navsari,GJ-91-X-2824,On Time,,23134.56
D06009,11-05-2024,12-05-2024,12-05-2024,POY,400/144,Pallet,12,42,15,7560,Vapi Yarn Depot,Welspun Textiles,Silvassa,GJ-91-X-2824,On Time,,21372.48
D06010,08-05-2023,13-05-2023,13-05-2023,POY,400/144,Pallet,16,42,15,10080,Gujarat Yarn Traders,Sutlej Textiles,Ahmedabad,GJ-91-X-2824,On Time,,21852.38
D06011,24-01-2024,27-01-2024,01-02-2024,POY,300/72,Pallet,13,42,15,8190,Hanuman Yarn Mills,Himatsingka Seide,Vapi,GJ-13-X-5506,Delayed,Route Issue,14646.38
D06012,12-06-2022,14-06-2022,,FDY,600/288,Box,14,2,8,224,Surat Silk House,SRF Limited,Silvassa,GJ-21-X-7912,Failed,Vehicle Breakdown,19173.73
D06013,18-09-2022,23-09-2022,23-09-2022,FDY,300/72,Box,14,2,8,224,Silvassa Fibre Co,Indo Count Industries,Silvassa,GJ-96-X-9935,On Time,,23468.02
D06014,20-09-2022,25-09-2022,25-09-2022,FDY,250/48,Box,24,2,8,384,Silvassa Fibre Co,Arvind Mills,Silvassa,GJ-91-X-2824,On Time,,7130.39
D06015,10-09-2023,14-09-2023,20-09-2023,POY,300/72,Pallet,12,42,15,7560,Krishna Textile Suppliers,Welspun Textiles,Vapi,GJ-27-X-2679,Delayed,Alternate_Contact_Delivery,8210.95
D06016,24-12-2023,25-12-2023,25-12-2023,FDY,250/48,Box,21,2,8,336,Rajesh Spinning Co,Garden Silk Mills,Silvassa,GJ-39-X-9279,On Time,,14997.24
D06017,03-09-2024,05-09-2024,11-09-2024,POY,500/96,Pallet,14,42,15,8820,Surat Silk House,Raymond Fabrics,Vapi,GJ-91-X-2824,Delayed,Vehicle Breakdown,22425.84
D06018,17-08-2023,22-08-2023,22-08-2023,FDY,250/48,Box,19,2,8,304,Om Sai Yarn Traders,Himatsingka Seide,Pune,GJ-14-X-1488,On Time,,14889.64
D06019,19-06-2023,20-06-2023,20-06-2023,FDY,600/288,Box,8,2,8,128,Om Sai Yarn Traders,SRF Limited,Surat,GJ-96-X-9935,On Time,,19091.74
D06020,13-08-2023,14-08-2023,14-08-2023,POY,500/288,Pallet,12,42,15,7560,Bhavna Textiles,Pasupati Fabrics,Ahmedabad,GJ-96-X-9935,On Time,,16297.92
D06021,29-01-2022,01-02-2022,04-02-2022,FDY,600/288,Box,28,2,8,448,Modi Spinning Mills,Bombay Dyeing,Pune,GJ-41-X-4657,Delayed,Alternate_Contact_Delivery,5413.93
D06022,08-04-2022,09-04-2022,09-04-2022,FDY,600/288,Box,18,2,8,288,Laxmi Fibre Industries,Sutlej Textiles,Pune,GJ-87-X-1434,On Time,,24315.17
D06023,18-06-2023,22-06-2023,22-06-2023,FDY,600/288,Box,10,2,8,160,Patel Yarn Agency,Pasupati Fabrics,Navsari,GJ-87-X-1434,On Time,,17375.24
D06024,16-02-2024,21-02-2024,21-02-2024,FDY,250/48,Box,15,2,8,240,Patel Yarn Agency,Reliance Industries,Navsari,GJ-21-X-7912,On Time,,12123.41
D06025,14-03-2024,17-03-2024,17-03-2024,POY,500/96,Pallet,12,42,15,7560,Om Sai Yarn Traders,Trident Group,Ahmedabad,GJ-41-X-4657,On Time,,19567.86
D06026,08-12-2022,12-12-2022,,POY,500/288,Pallet,16,42,15,10080,Krishna Textile Suppliers,Indo Count Industries,Navsari,GJ-14-X-1488,Failed,Vehicle Breakdown,6272.22
D06027,21-08-2024,25-08-2024,27-08-2024,POY,250/48,Pallet,16,42,15,10080,Patel Yarn Agency,Himatsingka Seide,Vapi,GJ-14-X-1488,Delayed,Vehicle Breakdown,12348.8
D06028,07-08-2023,10-08-2023,,FDY,250/48,Box,8,2,8,128,Unknown,Century Textiles,Ahmedabad,GJ-41-X-4657,Failed,Vehicle Breakdown,5368.01
D06029,11-05-2024,16-05-2024,,FDY,300/72,Box,25,2,8,400,Gujarat Yarn Traders,Trident Group,Navsari,GJ-39-X-9279,Delayed,Alternate_Contact_Delivery,11528.74
D06030,15-02-2023,16-02-2023,16-02-2023,POY,500/96,Pallet,12,42,15,7560,Krishna Textile Suppliers,Raymond Fabrics,Silvassa,GJ-27-X-2679,On Time,,15743.64
D06031,11-02-2024,12-02-2024,12-02-2024,FDY,250/48,Box,11,2,8,176,Laxmi Fibre Industries,Reliance Industries,Silvassa,GJ-91-X-2824,On Time,,24681.63
D06032,18-04-2024,22-04-2024,,POY,500/96,Pallet,15,42,15,9450,Ahmedabad Fibre Works,Pasupati Fabrics,Silvassa,GJ-21-X-7912,Failed,Vehicle Breakdown,14445.13
D06033,11-12-2022,15-12-2022,,FDY,600/288,Box,26,2,8,416,Ahmedabad Fibre Works,Reliance Industries,Vapi,GJ-87-X-1434,Failed,Vehicle Breakdown,11484.16
D06034,11-02-2024,14-02-2024,14-02-2024,POY,500/288,Pallet,13,42,15,8190,Om Sai Yarn Traders,Trident Group,Silvassa,GJ-21-X-7912,On Time,,7034.7
D06035,13-10-2022,15-10-2022,19-10-2022,POY,300/72,Pallet,14,42,15,8820,Modi Spinning Mills,Arvind Mills,Ahmedabad,GJ-41-X-4657,Delayed,Weather,5127.92
D06036,27-07-2022,30-07-2022,30-07-2022,POY,400/144,Pallet,13,42,15,8190,Rajesh Spinning Co,Indo Rama Synthetics,Vapi,GJ-27-X-2679,On Time,,19971.29
D06037,30-08-2023,03-09-2023,03-09-2023,POY,250/48,Pallet,14,42,15,8820,Vapi Yarn Depot,Century Textiles,Silvassa,GJ-41-X-4657,On Time,,23229.22
D06038,10-05-2023,11-05-2023,11-05-2023,POY,400/144,Pallet,12,42,15,7560,Rajesh Spinning Co,Bombay Dyeing,Pune,GJ-91-X-2824,On Time,,24483.64
D06039,08-01-2022,10-01-2022,11-01-2022,POY,500/96,Pallet,12,42,15,7560,Navsari Thread Co,Vardhman Group,Vapi,GJ-27-X-2679,Delayed,Weather,17169.16
D06040,28-04-2022,29-04-2022,29-04-2022,POY,250/48,Pallet,13,42,15,8190,Krishna Textile Suppliers,Arvind Mills,Surat,GJ-27-X-2679,On Time,,18684.34
D06041,26-05-2022,29-05-2022,29-05-2022,FDY,250/48,Box,27,2,8,432,Modi Spinning Mills,Garden Silk Mills,Navsari,GJ-41-X-4657,On Time,,14031.02
D06042,27-04-2024,30-04-2024,01-05-2024,POY,400/144,Pallet,14,42,15,8820,Patel Yarn Agency,Nahar Spinning,Pune,GJ-87-X-1434,Delayed,Weather,17809.81
D06043,26-02-2022,28-02-2022,28-02-2022,POY,500/288,Pallet,16,42,15,10080,Laxmi Fibre Industries,Century Textiles,Navsari,GJ-91-X-2824,On Time,,18740.52
D06044,22-11-2023,26-11-2023,26-11-2023,POY,500/96,Pallet,16,42,15,10080,Surat Silk House,Century Textiles,Ahmedabad,GJ-41-X-4657,On Time,,12689.12
D06045,18-09-2024,21-09-2024,24-09-2024,POY,500/96,Pallet,13,42,15,8190,Rajesh Spinning Co,Arvind Mills,Navsari,GJ-91-X-2824,Delayed,Weather,11158.88
D06046,19-04-2024,21-04-2024,21-04-2024,FDY,250/48,Box,28,2,8,448,Surat Silk House,Sutlej Textiles,Silvassa,GJ-13-X-5506,On Time,,22454.68
D06047,19-09-2022,21-09-2022,21-09-2022,POY,500/96,Pallet,16,42,15,10080,Rajesh Spinning Co,Century Textiles,Surat,GJ-41-X-4657,On Time,,12896.23
D06048,05-03-2023,07-03-2023,07-03-2023,FDY,600/288,Box,22,2,8,352,Rajesh Spinning Co,Pasupati Fabrics,Silvassa,GJ-21-X-7912,On Time,,12922.66
D06049,12-01-2022,17-01-2022,17-01-2022,FDY,300/72,Box,24,2,8,384,Vapi Yarn Depot,Pasupati Fabrics,Ahmedabad,GJ-27-X-2679,On Time,,10319.78
D06050,16-08-2024,21-08-2024,,POY,300/72,Pallet,14,42,15,8820,Shree Ram Textiles,Indo Rama Synthetics,Silvassa,GJ-41-X-4657,Failed,Weather,24061.57
D06051,13-06-2023,18-06-2023,19-06-2023,FDY,600/288,Box,21,2,8,336,Bhavna Textiles,Garden Silk Mills,Vapi,GJ-91-X-2824,Delayed,Vehicle Breakdown,16308.46
D06052,15-02-2024,18-02-2024,18-02-2024,FDY,250/48,Box,24,2,8,384,Shree Ram Textiles,Himatsingka Seide,Ahmedabad,GJ-21-X-4582,On Time,,9019.19
D06053,26-05-2023,29-05-2023,31-05-2023,POY,500/96,Pallet,16,42,15,10080,Vapi Yarn Depot,Arvind Mills,Pune,GJ-91-X-2824,Delayed,Route Issue,20440.04
D06054,23-05-2023,26-05-2023,02-06-2023,FDY,600/288,Box,14,2,8,224,Gujarat Yarn Traders,Indo Count Industries,Surat,GJ-21-X-4582,Delayed,Weather,18850.62
D06055,24-07-2023,25-07-2023,25-07-2023,POY,400/144,Pallet,16,42,15,10080,Krishna Textile Suppliers,Grasim Industries,Vapi,GJ-96-X-9935,On Time,,13520.31
D06056,08-05-2023,10-05-2023,10-05-2023,FDY,600/288,Box,5,2,8,80,Rajesh Spinning Co,Century Textiles,Vapi,GJ-21-X-7912,On Time,,18506.5
D06057,16-02-2022,19-02-2022,19-02-2022,POY,500/288,Pallet,13,42,15,8190,Modi Spinning Mills,Raymond Fabrics,Surat,GJ-87-X-1434,On Time,,11006.34
D06058,07-05-2023,08-05-2023,13-05-2023,FDY,600/288,Box,6,2,8,96,Hanuman Yarn Mills,Sutlej Textiles,Surat,GJ-21-X-7912,Delayed,Alternate_Contact_Delivery,9790.59
D06059,08-01-2022,13-01-2022,13-01-2022,POY,250/48,Pallet,16,42,15,10080,Modi Spinning Mills,Raymond Fabrics,Vapi,GJ-21-X-7912,On Time,,21849.6
D06060,26-09-2023,28-09-2023,02-10-2023,POY,500/288,Pallet,15,42,15,9450,Modi Spinning Mills,Reliance Industries,Vapi,GJ-91-X-2824,Delayed,Alternate_Contact_Delivery,5998.91
D06061,14-06-2022,15-06-2022,15-06-2022,FDY,250/48,Box,25,2,8,400,Laxmi Fibre Industries,Himatsingka Seide,Surat,GJ-96-X-9935,On Time,,6280.71
D06062,01-12-2023,02-12-2023,02-12-2023,FDY,250/48,Box,19,2,8,304,Om Sai Yarn Traders,JBF Industries,Navsari,GJ-21-X-7912,On Time,,20685.62
D06063,14-03-2023,19-03-2023,19-03-2023,FDY,600/288,Box,26,2,8,416,Laxmi Fibre Industries,JBF Industries,Navsari,GJ-91-X-2824,On Time,,23227.57
D06064,20-03-2024,25-03-2024,25-03-2024,POY,500/96,Pallet,16,42,15,10080,Krishna Textile Suppliers,SRF Limited,Surat,GJ-87-X-1434,On Time,,22720.1
D06065,22-09-2024,26-09-2024,26-09-2024,POY,250/48,Pallet,12,42,15,7560,Surat Silk House,Reliance Industries,Ahmedabad,GJ-21-X-4582,On Time,,16793.98
D06066,23-07-2022,28-07-2022,28-07-2022,FDY,600/288,Box,23,2,8,368,Ahmedabad Fibre Works,Indo Rama Synthetics,Surat,GJ-87-X-1434,On Time,,18337.37
D06067,09-10-2023,10-10-2023,10-10-2023,FDY,600/288,Box,13,2,8,208,Shree Ram Textiles,Himatsingka Seide,Silvassa,GJ-96-X-9935,On Time,,5554.25
D06068,05-02-2024,09-02-2024,09-02-2024,POY,250/48,Pallet,15,42,15,9450,Vapi Yarn Depot,Reliance Industries,Surat,GJ-14-X-1488,On Time,,23461.42
D06069,16-08-2023,21-08-2023,25-08-2023,FDY,250/48,Box,9,2,8,144,Hanuman Yarn Mills,SRF Limited,Silvassa,GJ-27-X-2679,Delayed,Alternate_Contact_Delivery,12593.72
D06070,30-09-2022,04-10-2022,04-10-2022,FDY,600/288,Box,24,2,8,384,Gujarat Yarn Traders,Trident Group,Surat,GJ-14-X-1488,On Time,,8465.36
D06071,03-07-2023,04-07-2023,08-07-2023,POY,500/96,Pallet,12,42,15,7560,Unknown,Grasim Industries,Surat,GJ-91-X-2824,Delayed,Weather,13600.79
D06072,07-12-2022,11-12-2022,11-12-2022,FDY,300/72,Box,7,2,8,112,Silvassa Fibre Co,Welspun Textiles,Vapi,GJ-87-X-1434,On Time,,18587.45
D06073,21-09-2023,24-09-2023,30-09-2023,FDY,600/288,Box,27,2,8,432,Laxmi Fibre Industries,Vardhman Group,Pune,GJ-14-X-1488,Delayed,Vehicle Breakdown,15428.29
D06074,13-02-2024,17-02-2024,17-02-2024,POY,400/144,Pallet,13,42,15,8190,Shree Ram Textiles,Filatex India,Surat,GJ-41-X-4657,On Time,,24866.19
D06075,26-01-2022,28-01-2022,28-01-2022,FDY,600/288,Box,20,2,8,320,Hanuman Yarn Mills,Pasupati Fabrics,Silvassa,GJ-21-X-4582,On Time,,10400.87
D06076,02-09-2023,07-09-2023,07-09-2023,FDY,300/72,Box,20,2,8,320,Ahmedabad Fibre Works,SRF Limited,Vapi,GJ-39-X-9279,On Time,,16996.37
D06077,30-07-2024,01-08-2024,,FDY,300/72,Box,27,2,8,432,Krishna Textile Suppliers,Alok Industries,Surat,GJ-27-X-2679,Delayed,Alternate_Contact_Delivery,10991.86
D06078,13-08-2024,14-08-2024,14-08-2024,FDY,600/288,Box,14,2,8,224,Gujarat Yarn Traders,Garden Silk Mills,Vapi,GJ-96-X-9935,On Time,,16591.97
D06079,22-09-2022,27-09-2022,27-09-2022,POY,250/48,Pallet,15,42,15,9450,Surat Silk House,Himatsingka Seide,Surat,GJ-21-X-4582,On Time,,11942.46
D06080,06-02-2024,10-02-2024,10-02-2024,POY,400/144,Pallet,13,42,15,8190,Shree Ram Textiles,Alok Industries,Pune,GJ-91-X-2824,On Time,,6075.39
D06081,25-06-2023,30-06-2023,30-06-2023,POY,500/96,Pallet,16,42,15,10080,Navsari Thread Co,Alok Industries,Vapi,GJ-21-X-4582,On Time,,8964.99
D06082,21-07-2022,24-07-2022,,POY,300/72,Pallet,13,42,15,8190,Surat Silk House,Vardhman Group,Silvassa,GJ-91-X-2824,Failed,Vehicle Breakdown,17112.94
D06083,15-05-2024,20-05-2024,27-05-2024,POY,500/96,Pallet,13,42,15,8190,Rajesh Spinning Co,Arvind Mills,Navsari,GJ-21-X-7912,Delayed,Alternate_Contact_Delivery,10835.38
D06084,27-06-2023,02-07-2023,,POY,300/72,Pallet,13,42,15,8190,Silvassa Fibre Co,Filatex India,Silvassa,GJ-21-X-7912,Failed,Weather,18576.44
D06085,09-12-2023,14-12-2023,14-12-2023,FDY,300/72,Box,13,2,8,208,Gujarat Yarn Traders,Vardhman Group,Pune,GJ-91-X-2824,On Time,,17308.84
D06086,05-06-2023,06-06-2023,06-06-2023,POY,250/48,Pallet,13,42,15,8190,Krishna Textile Suppliers,Vardhman Group,Silvassa,GJ-21-X-7912,On Time,,10926.77
D06087,26-07-2024,28-07-2024,28-07-2024,FDY,250/48,Box,26,2,8,416,Surat Silk House,Indo Rama Synthetics,Pune,GJ-91-X-2824,On Time,,6096.49
D06088,18-01-2022,23-01-2022,23-01-2022,FDY,300/72,Box,11,2,8,176,Silvassa Fibre Co,JBF Industries,Vapi,GJ-27-X-2679,On Time,,13387.85
D06089,22-05-2023,26-05-2023,26-05-2023,POY,250/48,Pallet,15,42,15,9450,Shree Ram Textiles,Indo Rama Synthetics,Pune,GJ-96-X-9935,On Time,,7914.46
D06090,07-09-2023,10-09-2023,14-09-2023,FDY,250/48,Box,20,2,8,320,Vapi Yarn Depot,Garden Silk Mills,Surat,GJ-39-X-9279,Delayed,Alternate_Contact_Delivery,6165.79
D06091,06-04-2023,11-04-2023,11-04-2023,POY,500/288,Pallet,12,42,15,7560,Vapi Yarn Depot,SRF Limited,Silvassa,GJ-91-X-2824,On Time,,5835.27
D06092,07-02-2023,08-02-2023,08-02-2023,POY,300/72,Pallet,15,42,15,9450,Rajesh Spinning Co,Filatex India,Ahmedabad,GJ-21-X-4582,On Time,,9172
D06093,13-06-2023,18-06-2023,,POY,250/48,Pallet,15,42,15,9450,Laxmi Fibre Industries,Raymond Fabrics,Surat,GJ-27-X-2679,Failed,Weather,13958.05
D06094,31-12-2023,01-01-2024,01-01-2024,POY,250/48,Pallet,12,42,15,7560,Hanuman Yarn Mills,Himatsingka Seide,Silvassa,GJ-13-X-5506,On Time,,12099.43
D06095,17-08-2022,18-08-2022,19-08-2022,POY,250/48,Pallet,15,42,15,9450,Modi Spinning Mills,Sutlej Textiles,Pune,GJ-41-X-4657,Delayed,Alternate_Contact_Delivery,20258.51
D06096,26-03-2024,30-03-2024,,FDY,600/288,Box,19,2,8,304,Ahmedabad Fibre Works,Raymond Fabrics,Pune,GJ-13-X-5506,Failed,Weather,19226.79
D06097,13-07-2024,16-07-2024,16-07-2024,POY,300/72,Pallet,13,42,15,8190,Laxmi Fibre Industries,SRF Limited,Surat,GJ-39-X-9279,On Time,,10962.07
D06098,04-04-2023,08-04-2023,,POY,400/144,Pallet,14,42,15,8820,Bhavna Textiles,Pasupati Fabrics,Surat,GJ-21-X-7912,Failed,Weather,6648.46
D06099,01-07-2023,04-07-2023,,POY,500/96,Pallet,14,42,15,8820,Laxmi Fibre Industries,Garden Silk Mills,Navsari,GJ-91-X-2824,Failed,Route Issue,23912.54
D06100,25-12-2022,29-12-2022,05-01-2023,POY,300/72,Pallet,13,42,15,8190,Shree Ram Textiles,Himatsingka Seide,Surat,GJ-39-X-9279,Delayed,Weather,23628.16
D06101,01-07-2022,05-07-2022,05-07-2022,POY,400/144,Pallet,12,42,15,7560,Hanuman Yarn Mills,Sutlej Textiles,Navsari,GJ-39-X-9279,On Time,,17410.94
D06102,19-06-2023,22-06-2023,22-06-2023,POY,250/48,Pallet,15,42,15,9450,Bhavna Textiles,Raymond Fabrics,Navsari,GJ-13-X-5506,On Time,,22460.48
D06103,14-02-2024,16-02-2024,16-02-2024,POY,500/96,Pallet,12,42,15,7560,Hanuman Yarn Mills,Sutlej Textiles,Ahmedabad,GJ-39-X-9279,On Time,,8055.56
D06104,10-07-2024,12-07-2024,16-07-2024,FDY,600/288,Box,23,2,8,368,Om Sai Yarn Traders,Bombay Dyeing,Navsari,GJ-21-X-4582,Delayed,Vehicle Breakdown,16251.12
D06105,15-12-2023,18-12-2023,18-12-2023,POY,500/96,Pallet,15,42,15,9450,Rajesh Spinning Co,Vardhman Group,Vapi,GJ-21-X-7912,On Time,,20005.07
